,0,1,2,3
0,-0.6793636391830133,-2.9634542525642282,-0.2288695744535983,-0.3888606202201341
1,2.9315481115601516,-1.0976328901287864,-0.2068680972374784,-0.090100517309716
2,-1.1865757377894062,0.5057002829147046,-1.0898291011557615,1.0331553723289333
3,0.26761758777085803,2.5259899496379385,0.7960584735505047,-0.10129849109511904
4,-0.027002203057346057,-0.9980803309587299,4.369628462510168,-0.3218795309042761
5,1.1821779953697584,-2.043481812150772,0.3013214885285853,0.2129991576008681
6,-3.925172266138816,2.706388724538869,5.387613376588185,2.2374994841877727
7,2.8792172379704066,0.7267154792275925,-0.5835229941848283,0.912024641121001
8,-0.6037926960842451,-3.525359674843168,0.04629527074647407,-0.7573568971639365
9,2.512758622918763,-0.8464716688179581,-0.30234293557227226,-0.8395258280495974
10,1.568223113132143,0.5074094298345461,1.095976761604058,-0.0878667600549892
11,2.301341064764396,-1.950590747767406,8.292577834675624,-3.660303983502777
12,-2.3429757404141442,-1.9006920249742771,-0.9526170722321362,-1.905511133703979
13,-1.8114128652914905,-1.0745476573450876,0.7669545669500173,-0.617716944638633
14,1.524265457589015,1.5806256095100695,4.149856893404557,-1.6380303920282155
15,0.6197499842705172,5.640933200270856,3.0695984352389525,0.2819244275904904
16,-0.8626208983552978,0.7407689917527598,-1.5353859464602517,-1.0628721594833912
17,-1.5530361337156244,0.9755538273363391,-0.7857052480625154,0.5477551149874743
18,1.2729547987246206,1.6704240248380415,-1.1518504331679582,-0.7718607350009141
19,0.40045676971533206,-2.90977199810026,0.4638762486368462,2.8088217069689088
20,3.2468123746102373,-2.222762152268708,0.5416748229792236,-1.148519034467056
21,-2.9799430383369425,0.8092627769234295,1.8479971684871206,3.6220242698511522
22,1.0438575685517482,2.4992679464364604,1.40741047221027,1.3482897780997654
23,1.7085167153496752,2.059645131463868,-1.0239363037884979,-0.3879936736397203
24,-1.201555151123271,-0.38642692006697177,-0.3301766616294726,3.3106959470747985
25,2.72912446622253,-1.5089884673440965,0.11200576969781544,0.05655260276503453
26,-1.6505225730180613,1.039073326925015,-1.812944950807984,-1.8882982807414244
27,1.7532734729418749,1.0606868451961802,7.4509595753137585,-2.290032562082063
28,-0.014939680717518701,-0.3538823521044525,-0.7523818763531164,1.5355087731873351
29,1.9133216677232607,1.9136138906238451,-1.0108238898324315,0.23062067126436006
30,-0.4913564903121103,-2.2113097088585953,-0.487430830934461,-0.377722532779453
31,-2.6744503707269893,0.027472435677771682,0.10952311572490595,-2.216628667360813
32,-0.007243147402291233,-1.8146575124794309,-0.5664695970737553,-0.4896601006313291
33,-0.08965808532191764,-0.6801828213609618,-0.8024791497297633,-0.5688535777616348
34,-0.1350895711688455,0.27924287896618255,1.3705458157835761,-0.14641227856026354
35,-2.0818124548070758,2.6768616203376947,1.6707030757576846,0.25662635380766713
36,-1.9956449956861322,0.43760605478503495,-1.4707742677175832,-2.338534976989549
37,-1.7967334496642344,-0.15402390361631613,-0.5663519713643341,0.9250091483455174
